Blog Name,Tags,Note_Count
xomodelmelissa,"['eco', 'ecofashion', 'plantatree', 'vegan']",0
christinelovespaleo,"['dairyfree', 'drink', 'foodphotography', 'glutenfree', 'greensmoothie', 'healthy', 'ichristineme', 'inmygarden', 'liquidlunch', 'natural', 'noaddedsugar', 'paleo', 'refinedsugarfree', 'smoothie', 'vegan']",0
hikinghippiehemps,"['crystalhealing', 'crystals', 'handmade', 'healing', 'hemp', 'hempjewelry', 'hippie', 'hippy', 'lapislazuli', 'shopsmall', 'smallbusiness', 'vegan', 'yoga', 'yogi']",0
laurensveganuniversity,"['friendsnotfood', 'healthy', 'plantbased', 'rawfood', 'vegan', 'veganism', 'veganlife', 'veganlove', 'vegano', 'vegans', 'vegans of tumblr', 'vegansofinstagram', 'vegetarian']",0
yellowpaintedlife,"['pasta', 'vegan']",0
mollyrosebalms,"['beauty', 'christmas', 'christmasgiftguide', 'christmasgiftideas', 'christmasshopping', 'coupon', 'crueltyfree', 'gift', 'gifts', 'holiday', 'holidaygiftguide', 'holidaygifts', 'holidays', 'lipbalm', 'natural', 'onlineshopping', 'organic', 'presents', 'pumpkinpie', 'sale', 'shopping', 'shopsmall', 'thanksgiving', 'vegan', 'veganchristmas', 'veganholiday', 'veganthanksgiving', 'xmas']",0
vegankween,"['V MAD', 'personal', 'vegan', 'veganism']",9
iscreamnails,"['crueltyfree', 'iscreamnails', 'nailart', 'nailpolish', 'nails', 'notd', 'vegan']",1
healthyanddelish,"['chickpea flour', 'delish', 'vegan', 'vegan omelette', 'vegan protein']",0
dreamstreamss,"['i need vegan friends', 'vegan']",0
sweetsimplevegan,"['bestofvegan', 'sweetsimplevegan', 'vegan', 'veganburger', 'veganfoodshare']",2
runningonsmoothies,"['hopper', 'larsonland', 'minnah', 'my food', 'my workouts', 'vegan']",8
misskreatorblog,"['backtoreallife', 'idigitaldetoxisoverdueagain', 'kreator', 'repost', 'sorrynoquote', 'vegan']",0
magpiemirror-blog,"['durhamfarmersmarket', 'farmersmarket', 'keepitreal', 'keepitsimple', 'lazycook', 'plantbased', 'plantshaveprotein', 'producebox', 'vegan', 'veganfoodshare', 'veganfortheanimals', 'veganofig']",0
galanyancy,"['fit4life', 'healthiereating', 'himcancooktoo', 'vegan', 'vegatarian', 'vmotd', 'yancyified']",0
gorilla-picnic,"['gardening', 'ginger', 'health', 'herbal remedy', 'natural remedy', 'plants', 'vegan']",0
cookingwithque,"['blogger', 'chef', 'cookingwithque', 'curator', 'daiya', 'detroit', 'eattolive', 'foodie', 'healthy', 'meateater', 'organic', 'plantbased', 'vegan', 'veganmacncheez', 'whathealthylookslike']",0
fdance,"['cheesyaf', 'greenchiles', 'macandcheese', 'sogood', 'vegan', 'yum']",0
empathic-heathen,"['health', 'healthyfood', 'vegan', 'yum']",0
rayourhighness,"['420', 'high', 'smileyourehigh', 'syh', 'vegan']",0
